Macrotrends Data Download

WTI Crude Oil Prices - 10 Year Daily Chart

DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.



ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
2013-11-04,94.6200
2013-11-05,93.3700
2013-11-06,94.8000
2013-11-07,94.2000
2013-11-08,94.6000
2013-11-11,95.1400
2013-11-12,93.0400
2013-11-13,93.8800
2013-11-14,93.7600
2013-11-15,93.9700
2013-11-18,93.2900
2013-11-19,93.6700
2013-11-20,93.7460
2013-11-21,95.4400
2013-11-22,94.8400
2013-11-25,94.0900
2013-11-26,93.6800
2013-11-27,92.3000
2013-11-29,92.7200
2013-12-02,93.8200
2013-12-03,96.0400
2013-12-04,97.2000
2013-12-05,97.3800
2013-12-06,97.6500
2013-12-09,97.3400
2013-12-10,98.5100
2013-12-11,97.4400
2013-12-12,97.5000
2013-12-13,96.6000
2013-12-16,97.5380
2013-12-17,97.3200
2013-12-18,97.9560
2013-12-19,98.9860
2013-12-20,99.3200
2013-12-23,98.9100
2013-12-24,99.2200
2013-12-26,99.5500
2013-12-27,100.3200
2013-12-30,99.2900
2013-12-31,98.4200
2014-01-02,95.4400
2014-01-03,93.9600
2014-01-06,93.4300
2014-01-07,93.6700
2014-01-08,92.3300
2014-01-09,91.6600
2014-01-10,92.7200
2014-01-13,91.8000
2014-01-14,92.5900
2014-01-15,94.2060
2014-01-16,94.0160
2014-01-17,94.5020
2014-01-21,94.9740
2014-01-22,96.7300
2014-01-23,97.3200
2014-01-24,96.6400
2014-01-27,95.7200
2014-01-28,97.4100
2014-01-29,97.3600
2014-01-30,98.2300
2014-01-31,97.4900
2014-02-03,96.4300
2014-02-04,97.1900
2014-02-05,97.3800
2014-02-06,97.8400
2014-02-07,99.8800
2014-02-10,100.0600
2014-02-11,99.9400
2014-02-12,100.3700
2014-02-13,100.3500
2014-02-14,100.2660
2014-02-18,102.2980
2014-02-19,103.0280
2014-02-20,102.7840
2014-02-21,102.2000
2014-02-24,102.8200
2014-02-25,101.8300
2014-02-26,102.5900
2014-02-27,102.4000
2014-02-28,102.5900
2014-03-03,104.9200
2014-03-04,103.3300
2014-03-05,101.4500
2014-03-06,101.5600
2014-03-07,102.5800
2014-03-10,101.1200
2014-03-11,100.0300
2014-03-12,97.9900
2014-03-13,98.2000
2014-03-14,98.8900
2014-03-17,97.9880
2014-03-18,99.3720
2014-03-19,99.6500
2014-03-20,99.0060
2014-03-21,99.4600
2014-03-24,99.6000
2014-03-25,99.1900
2014-03-26,100.2600
2014-03-27,101.2800
2014-03-28,101.6700
2014-03-31,101.5800
2014-04-01,99.7400
2014-04-02,99.6200
2014-04-03,100.2900
2014-04-04,101.1400
2014-04-07,100.4400
2014-04-08,102.5600
2014-04-09,103.6000
2014-04-10,103.4000
